"93","Compact Prime CZ 35mm T1.5 (Super speed)","Compact Prime lenses offer you the performance you need to get the scene right. With a wide range of focal lengths, full-frame coverage, fantastic image quality, great flare suppression and precise focusing through the large rotation angle, Compact Prime lenses give you a flexible set of tools to make your film shine. Weight: 1000g","3000",\N,"2015-04-30 13:16:42","2015-06-30 06:30:30","35","Camera","1","4.00","MUMBAI","1"
"94","Compact Prime CZ 50mm T1.5 (Super speed)","Compact Prime lenses offer you the performance you need to get the scene right. With a wide range of focal lengths, full-frame coverage, fantastic image quality, great flare suppression and precise focusing through the large rotation angle, Compact Prime lenses give you a flexible set of tools to make your film shine. Weight: 900g","3000",\N,"2015-04-30 13:17:33","2015-06-30 06:32:56","35","Camera","1","4.00","MUMBAI","1"
"95","Compact Prime CZ 85mm T1.5 (Super speed)","Compact Prime lenses offer you the performance you need to get the scene right. With a wide range of focal lengths, full-frame coverage, fantastic image quality, great flare suppression and precise focusing through the large rotation angle, Compact Prime lenses give you a flexible set of tools to make your film shine. Weight: 900g","3000",\N,"2015-04-30 13:18:26","2015-06-30 06:39:57","35","Camera","1","4.00","MUMBAI","1"
"96","Gopro Hero 2","The GoPro HD Hero2 boasts improved optics, new video- and still-photo-shooting modes, and backward compatibility with current HD Hero accessories. Simple and easily understandable interface. Weight: 100g","2000",\N,"2015-05-01 03:14:57","2015-07-01 09:33:20","35","Camera","1","4.50","MUMBAI","1"
"97","Gopro Hero 3 black edition","The GoPro Hero3 is small, light, and features built-in Wi-Fi connectivity. The Black Edition offers a number of ultra-high-resolution capture modes and high frame rates for standard HD resolutions; burst speeds for still photos is great. This model is considered to be the best sports camera on the market today. Weight: 74g","3000",\N,"2015-05-01 03:15:44","2015-07-01 09:22:18","35","Camera","1","4.50","MUMBAI","1"
"98","Gopro Hero 4 black edition","The GoPro Hero4 Black delivers best-in-class video at resolutions up to 4K at 30fps or 1080p at 120fps. The Hero 4 Black offers the best video quality with the most shooting options. Weight: 87g","3500",\N,"2015-05-01 03:16:40","2015-07-10 11:18:35","35","Camera","1","9.00","MUMBAI","1"
"99","Nikkor 14-24 F2.8 AF-S","Enhanced optical formulas, engineered to produce exceptional sharpness, contrast and color, render outstanding image integrity. Lens barrel is built for comfortable holding while featuring a rugged design; zoom and focusing rings provide smooth operation. Compatible with: Works on every AF film cameras. Weight: 1000g","1500",\N,"2015-05-01 03:18:20","2015-06-30 07:09:16","35","Camera","1","4.50","MUMBAI","1"
"100","Nikkor 16mm Fisheye Lens F2.8.","Full-frame fisheye images with a picture angle of 180° (diagonal). Close-Range Correction (CRC) system provides high performance at both near and far focusing distances. Compatible with: FX Digital Cameras. Weight 290g","2000",\N,"2015-05-01 03:19:21","2015-06-30 07:15:04","35","Camera","1","4.50","MUMBAI","1"
"101","Nikkor 24-70 L F2.8 AF-S","Enhanced optical formulas, engineered to produce exceptional sharpness, contrast and color, render outstanding image integrity. Lens barrel is built for comfortable holding while featuring a rugged design; zoom and focusing rings provide smooth operation. Compatible with: Works on every DX and FX digital SLRs. Weight: 900g. ","1500",\N,"2015-05-01 03:21:40","2015-06-30 07:19:38","35","Camera","1","4.50","MUMBAI","1"
"102","Nikkor 24-70 L2 F2.8 AF-S","Enhanced optical formulas, engineered to produce exceptional sharpness, contrast and color, render outstanding image integrity. Lens barrel is built for comfortable holding while featuring a rugged design; zoom and focusing rings provide smooth operation. Compatible with: Works on every DX and FX digital SLRs. Weight: 900g.","1500",\N,"2015-05-01 03:22:40","2015-06-30 07:20:46","35","Camera","1","4.50","MUMBAI","1"
"103","Nikkor 70-300 AF-S F4-5.6","The VR minimizes camera shake by offering the equivalent of a shutter speed 2.5 stops faster. The IF design provides a constant lens length and eliminates rotation of the front lens element, facilitating the use of circular polarizing filters. Compatible with: FX and DX Digital SLRs. Weight: 745g ","1000",\N,"2015-05-01 03:23:45","2015-06-30 07:31:05","35","Camera","1","4.50","MUMBAI","1"
"104","Nikkor 80-200 F2.8 AF-S VR","Fast and constant f/2.8 maximum aperture through the entire focal range. Rotating zoom ring for precise zoom operation. Compatible with: This is an FX lens, and works especially well with on FX, 35mm and DX Nikons. It works fantastically on manual-focus cameras like the F2AS, F3, FE and FA. Weight: 1300g","1500",\N,"2015-05-01 03:25:04","2015-06-30 08:35:38","35","Camera","1","4.50","MUMBAI","1"
"105","Nikkor 80-400 F4.5-5.6 AF VR","5x telephoto zoom lens covering the focal-length range from 80 to 400 mm. VR (Vibration Reduction) minimizes camera shake by offering a shutter speed equivalent to 4.0 stops faster. Compatible with: All Nikon digital camera including FX, DX and new 35mm Nikons. Incompatible with old 35mm Nikons. Weight: 1480g ","2000",\N,"2015-05-01 03:26:31","2015-06-30 07:42:01","35","Camera","1","4.50","MUMBAI","1"
"106","Nikkor 85mm F1.4","Newly developed optical system realizes high picture quality and high performance. With the internal focusing (IF) system, the lens barrel length does not change during focusing. Compatible with: Both FX and DX Digital SLRs. Incompatible with old cameras. Weight: 595g","2000",\N,"2015-05-01 03:27:38","2015-06-30 07:47:01","35","Camera","1","4.50","MUMBAI","1"
"107","Nikkor AF-S 105 macro Lens F2.8. VR","The VR function minimizes camera shake by offering the equivalent of a shutter speed 3.0 stops faster at near infinity to 3m (1/30x reproduction ratio) shooting. The SWM enables fast and quiet autofocusing, and quick switching between autofocus and manual operation. Compatible with: On most of Nikon DSLRs, incompatible with D40, D40x, or D60. Weight: 750g","1500",\N,"2015-05-01 03:28:55","2015-06-30 07:52:30","35","Camera","1","4.50","MUMBAI","1"
"108","Nikon 20mm Block F2.8","Versatile ultra-wideangle lens for general photography. Close-Range Correction (CRC) system provides high performance at both near and far focusing distances. Compatible with: FX and DX DSLRs. Weight: 270g","1500",\N,"2015-05-01 03:30:25","2015-06-30 07:57:18","35","Camera","1","4.50","MUMBAI","1"
"109","Nikon 24-120 F3.5-5.6","High-power wideangle zoom lens featuring SWM and VR system. Two aspherical lenses and two ED glass elements give higher optical performance. Compatible with: FX and DX DSLRs, incompatible with older cameras. Weight: 575g","1500",\N,"2015-05-01 03:37:45","2015-06-30 08:22:29","35","Camera","1","4.50","MUMBAI","1"
"110","Nikon 50mm 1.4","This is a high-performance normal lens. Provides high-contrast image even with maximum aperture. Ideal for travel and full-length portraits in available light. Compatible with: Most of the Nikon DSLRs, incompatible with:  D40, D40x, and D60, Weight: 230g","750",\N,"2015-05-01 03:38:44","2015-06-30 08:05:48","35","Camera","1","4.50","MUMBAI","1"
"111","Nikon 70-200 VR2","","2000",\N,"2015-05-01 03:40:03","2015-06-29 06:15:36","35","Camera","3","4.50","MUMBAI","1"
"112","Nikon D800","The Nikon D800 is the world's highest technical performance DSLR for outdoor, nature, landscape and many other kinds of precision photography. It has a really good resolution. Weight(Body Only): 900g","3000",\N,"2015-05-01 03:43:02","2015-06-30 08:18:12","35","Camera","1","4.50","MUMBAI","1"
"113","Nikon D7000","Superior picture quality throughout a wide ISO sensitivity range of ISO 200 to 6400; can be set to ISO-equivalent 25,600. Nikon's original Scene Recognition System, utilizing the 1,005-pixel RGB sensor, greatly improves autofocus, auto exposure and auto white balance performance. Weight(Body only): 995g","1500",\N,"2015-05-01 03:44:08","2015-06-30 08:09:44","35","Camera","1","4.50","MUMBAI","1"
"114","Sigma 10-20mm F4-5.6 DC HSM","This is an Ultra-wideangle zoom lens. Works for Canon, Nikon, Sigma and Four Thirds mounts with built-in HSM focusing motor, and Pentax and Sony mounts with focus driven from camera body (non-HSM version). Weight: 470g","1500",\N,"2015-05-01 03:45:56","2015-07-01 14:43:45","35","Camera","1","4.50","MUMBAI","1"
"115","Sigma 100-300 F4.5-6.7 DL for Nikon Mount(FX & DX compatible)","This lens covers the most frequently used telephoto focal lengths, making it perfect for a broad range of subjects and applications, from portraiture to sports and nature shooting. Weight: 422g","1500",\N,"2015-05-01 03:47:13","2015-07-01 14:49:51","35","Camera","1","4.50","MUMBAI","1"
"116","Sony EX3","The EX3 gives outstanding picture performance, creative features and workflow innovation. Includes studio functions such as genlock and remote control, an interchangeable lens system and new ergonomic features which provide camera operators further flexibility in whatever style of production is chosen. Weight(Body only): 1900g","3000",\N,"2015-05-01 03:48:20","2015-06-30 09:06:05","35","Camera","1","4.50","MUMBAI","1"
"117","Sony NX5","The NX5E is the first camcorder of its class to feature a built-in GPS locator, high quality Linear PCM audio recording and new Active SteadyShot stabilisation technology.  It records stunning quality 1920 x 1080 images at 24Mbps (50i or 25p), as well as supporting 720/50p and Standard Definition recording. Weight: 2000g","2000",\N,"2015-05-01 05:51:33","2015-06-30 09:34:03","35","Camera","1","4.50","MUMBAI","1"
"118","Sony PXW Z100 (4K)","The PXW-Z100 can be used in the same way as conventional professional handy-type cameras, 4K content can be recorded by a minimal number of staff. In addition, during editing for a HD project, 4K source material provides significant additional creative options. Weight: 2460g","5000",\N,"2015-05-01 14:47:36","2015-07-01 08:59:47","35","Camera","1","4.50","MUMBAI","1"
"119","Sony PMW 150","The PMW-150 is a compact camcorder with three 1/3-inch-type Full-HD sensors. It is widely accepted in broadcasting stations and production houses – helps boost user creativity in many different applications, including news gathering and documentary production. Weight (Body only): 2100g ","4000",\N,"2015-05-01 14:48:43","2015-07-01 08:57:09","35","Camera","1","4.50","MUMBAI","1"
"120","Tamron 150-600mm F/5-6.3","This lens has a full-time manual focus mechanism and consists of removable tripod mount. Compatibility: Canon EF mount lens. Weight: 2812g","2000",\N,"2015-05-01 14:49:47","2015-07-01 14:59:43","35","Camera","1","4.50","MUMBAI","1"
"121","Tokina 11-16 Lens F2.8. Canon mount","This compact ultra wide-angle zoom has a bright constant F/2.8 aperture make viewing and auto focus possible in lower light situations but still maintaining a reasonable size and weight. compatible with: Canon, Weight: 550g","1500",\N,"2015-05-01 14:51:53","2015-07-01 15:05:56","35","Camera","1","4.50","MUMBAI","1"
"122","Tokina 11-16 Lens F2.8. Nikon mount","This compact ultra wide-angle zoom has a bright constant F/2.8 aperture make viewing and auto focus possible in lower light situations but still maintaining a reasonable size and weight. compatible with: Nikon, Weight: 550g","1500",\N,"2015-05-01 14:53:10","2015-07-01 15:05:31","35","Camera","0","4.50","MUMBAI","1"
"123","Sony Alpha A7S","Alpha A7S is the world's smallest full frame interchangeable lens camera. Compatible with sony E-mount lenses. Connectivity with smart phones for one touch sharing. Weight(Body only): 446g","4000",\N,"2015-05-01 15:36:22","2015-06-30 08:30:03","35","Camera","1","4.50","MUMBAI","1"
"124","Canon 14mm L series F2.8","This is a great ultra-wide angle EF lens. A bulging convex front lens element and a built-in metal lens hood are identity features of this lens and gives an amazing optical performance. Weight: 645g","2000",\N,"2015-05-01 15:37:26","2015-06-29 10:09:50","35","Camera","1","4.50","MUMBAI","1"
"125","Canon 24mm L series F1.4","The wide aperture makes the Canon EF 24mm f/1.4L USM Lens suitable for low-light and low-light action photography. Suitable to use for portraits at a distance such as environmental portraits, group photos, stage photography, etc. Weight: 550g ","2000",\N,"2015-05-01 15:39:12","2015-06-29 12:39:32","35","Camera","1","4.50","MUMBAI","1"
"126","Canon 18- 200 mm. EFS. F3.5-5.6","This is a good travel lens. This lens offers a great focal length range and excellent image stabilization in a compact package. Weight: 600g","300",\N,"2015-05-01 15:41:37","2015-06-29 11:45:02","35","Camera","1","4.00","MUMBAI","1"
"127","Ziess ZF2 lens kit","","8000",\N,"2015-05-01 15:44:55","2015-05-01 15:45:41","35","Camera","1","4.50","MUMBAI","1"
"128","Prestige PPBB 02 Barbecue Set","Compact and foldable ultra-light portable barbeque grill. Weight - 850 grams. Material - Stainless Steel. Color - Steel Grey. Size - 11.25\" x 6.5\" x 0.75\". Inclusive of - Everything from the cooking grate, the flat skewers and the firing tray are 304 food-grade stainless steel! Heat-resistant grips allow for easy rotation! Area - There's 90 square inches of grilling area, so you can grill four full chicken legs, 8 drum sticks or skewers at one time! Minimum rental is for 3days!","150",\N,"2015-06-03 06:38:57","2015-06-03 06:40:02","51","Outdoor","1","5.00","MUMBAI","1"
"129","Quechua Camping/hiking Table Set Brand","Suitable for campers looking for a complete and compact table for 4 people. 4 seats are built into the table for easy transport. Easy to transport - Seats and table fold away into a compact suitcase (60 x 60 x 10 cm). Weight - 8.7 kg. Easy to use - Large table top (120 x 60 cm) + 4 separate chairs (suitable for adults and kids). Composition - Laminate, aluminium and steel. Durability - Laminated table top with aluminium frame and reinforcements. Steel legs. Restriction of use - Maximum weight table can hold is 50 kg. Minimum rental period is 3days.","333",\N,"2015-06-03 06:45:00","2015-06-03 06:45:18","51","Outdoor","1","6.00","MUMBAI","1"
"130","Quechua Camping Arm Chair","Designed for campers looking for a stable and comfortable seat in outdoor situations.2 arm rests, minimum folded size. Durability - highly durable steel tubes and 600 denier polyester fabric DIMENSIONS AND WEIGHT - 2.5 kg USE - Tested for a maximum weight of 110 kg. Minimum rental period 3 days.","83",\N,"2015-06-03 06:47:41","2015-06-03 06:48:08","51","Outdoor","1","6.00","MUMBAI","1"
"131","BBQ Grill Nano Compact Ultra-light Portable and Foldable","Compact and foldable ultra-light portable barbeque grill. Weight - 850 grams. Material - Stainless Steel. Color - Steel Grey. Size - 11.25\" x 6.5\" x 0.75\". Inclusive of - Everything from the cooking grate, the flat skewers and the firing tray are 304 food-grade stainless steel! Heat-resistant grips allow for easy rotation! Area - There's 90 square inches of grilling area, so you can grill four full chicken legs, 8 drum sticks or skewers at one time! Minimum rental period of 3days!","133",\N,"2015-06-03 06:50:07","2015-06-03 06:50:25","51","Outdoor","1","6.00","mumbai","1"
"132","Quechua Light Sleeping Bag for 15 degree temperature","Designed for sleeping at temperatures close to 15°C while HIKING. The most lightweight & compact in the Quechua range. Weight - 700 g. Compatibility - can be twinned to sleep 2 people by linking a right zip bag to a left zip bag. COMPOSITION of inner fabric: 100% polyester, Outer fabric: 100% polyester, Insert: 100% polyamide, filling: 50 g/sqm and 100% polyester technical wadding. DIMENSIONS AND WEIGHT - 200 × 75 × 15 cm 0.7 kg. Folded size: diameter 12 x 28. Flexibility: Can be twinned to sleep 2 people by linking a right zip bag to a left zip bag. Composition - Inner fabric: 100% polyamide, outer fabric: 100% polyester, Insert: 100% polyamide and wadding: 100% polyester. Need to Know About Temperatures: A sleeping bag does not produce heat, but \"retains\" the heat generated by the body.. Minimum rental period of 3days","200",\N,"2015-06-03 06:52:48","2015-06-03 06:59:38","51","Outdoor","1","7.00","MUMBAI","1"
"133","Quechua Sleeping Bag for 10 Degree Temperature","Lightweight: 1.3 kg. Insulation: Comfort at 9C, min 5C . Freedom of movement: Trapeze shape, wider at the bottom for better sleeping comfort. Hood with drawcord. Outer fabric is water-resistant. Flexibility: Can be twinned to make a double Zip the right zip to the left zip. Composition: Inner fabric: 65% polyester, 35% cotton Outer fabric and filling: 100% polyester. Minimum rental period of 3 days","83",\N,"2015-06-03 06:56:57","2015-06-03 06:57:23","51","Outdoor","1","6.00","MUMBAI","1"
"134","Quechua light Sleeping Bag For 0 Degree Temperature","Sport - Hiking Light weight - XL 1.8 Kg Folded size - XL 21 x 43 cm Thermal insulation - Comfortable temperature 0C/Limit temperature -5C Very warm with its mini-collar and hood. Flexibility - Can be twinned to sleep 2 people. Link a right zip bag to a left zip bag Composition - Inner fabric: 100% polyamide. Outer fabric: 100% polyester, insert: 100% polyamide and wadding: 100% polyester. Minimum rental period 3days","300",\N,"2015-06-03 07:01:20","2015-06-17 09:56:01","51","Outdoor","1","8.00","MUMBAI","1"
"135","Coleman Sundome Tent 7X7 3 Persons","This tent is designed for 2 people camping. It is wind resistant and waterproof. A Flysheet is there to protect you from condensation. Free-standing dome structure: simple to construct and pitch. Sleeping capacity width: 60 cm/person. Wind resistance: validated in wind tunnels and on a rotating plate. DIMENSIONS: Room 120 cm wide by 205 cm in length. Max. Headroom: 110 cm. WEIGHT: 2.4kg. Minimum rental period 3 days.","250",\N,"2015-06-03 07:03:20","2015-06-03 07:04:15","51","Outdoor","1","8.00","MUMBAI","1"
"136","Quechua Arpenaz Blue Tent for 2 persons","This tent is designed for 2 people camping. It is wind resistant and waterproof. A Flysheet is there to protect you from condensation. Free-standing dome structure: simple to construct and pitch. Sleeping capacity width: 60 cm/person. Wind resistance: validated in wind tunnels and on a rotating plate. DIMENSIONS: Room 120 cm wide by 205 cm in length. Max. Headroom: 110 cm. WEIGHT: 2.4kg. Minimum rental period is 3 days.","166",\N,"2015-06-03 07:08:08","2015-06-03 07:08:18","51","Outdoor","1","9.00","MUMBAI","1"
"137","Quechua 4 man Hiking Tent","Designed for 4-person tent for OCCASIONAL FAMILY CAMPING mostly in fair weather, with 1 large bedroom. DIMENSIONS WEIGHT - Open living area measuring 3.2 sq/m with 1.85 m maximum headroom. Bedroom 240 cm x 220 cm long. Weight 7.5 kg. 20 cm additional length for keeping your belongings dry. Breathable polyester with high-placed vents. WATERPROOFING - All Quechua tents are laboratory tested (the WHOLE TENT under 200 litres/hour/sqm and for 4 hours!) and field tested before approval. VENTILATION - Very well ventilated. WIND RESISTANCE - Tested in a wind tunnel and on a rotating plate to expose each side of the tent to the wind. A properly assembled tent with all the stays in position around the tent should remain habitable under wind speeds measuring 50 km/h at ground level. Minimum rental is 3 days.","416",\N,"2015-06-03 07:09:51","2015-06-03 07:14:13","51","Outdoor","1","9.00","MUMBAI","1"
"138","FORCLAZ 10° LIGHT HIKING SLEEPING BAG","Designed for sleeping at temperatures close to 10°C while HIKING. 1 kg in weight and is warm, light and ultra-compact. Can be twinned to sleep 2 people. Link a right zip bag to a left zip bag. COMPOSITION - Inner fabric: 100% polyester, Outer fabric: 100% polyester, Insert: 100% polyamide, Filling: 120 g/sqm. 100% polyester technical wadding. DIMENSIONS - 200 × 75 × 15 cm Folded size: L 14x31 Thermal insulation: Comfortable temperature: 10C / Min Temperature: 5C. Minimum rental period 3 days","216",\N,"2015-06-03 07:18:07","2015-06-03 07:18:19","51","Outdoor","1","9.00","MUMBAI","1"
"139","Quechua Lantern for Hiking","Designed for - camping and bivouacking. Weight - 230 g. 3 lighting settings - 15 hours in 100 lumens mode/50 hours in 50 lumens mode/100 hours in red mode. Versatility - Can be used as a table lamp or hanging lamp. Power - 0.3 W. Restriction of use - Remove batteries during a long-term storage. 4 AA batteries. Color - Blue. Minimum rental period 3 days.","46",\N,"2015-06-03 07:20:06","2015-06-03 07:20:13","51","Outdoor","1","8.00","MUMBAI","1"
"140","Quechua Sleeping Bag for 20 Degree Temp","Designed for sleeping comfortably in warm temperatures of 20°C or more, when CAMPING. Thermal insulation - comfort temperature 20°C / Lower limit temperature 15°C. COMPOSITION of the outer fabric and lining: 100% polyester, filling: 180 g/sqm, 100% polyester wadding. Ease - Zip opening for easy and quick access. Converts into a duvet. To dry, lay the bag in a dry and airy, without sunlight or near a heat source, or machine-dry it, cool. Weight: 1.15 Kg. BenefitCan be convertible into a spare blanket. Folded size: 21 x 36 cm. Freedom of movement: Width- 75cm. Rectangular shape. Full zip. Minimum rental period is 3 days","50",\N,"2015-06-03 07:31:13","2015-06-03 07:31:20","51","Outdoor","1","8.00","MUMBAI","1"
"141","MagliteMini Torch 30 meters beam","•	Designed for people who are adventure loving.\
•	Has krypton bulb and highly refined reflector.\
•	Creates a bright beam to light up your night-time adventures.\
•	Water resistant and highly sturdy.\
•	Perfect accessory for your trekking and adventurous trips.\
Minimum rental period is 3 days.","66",\N,"2015-06-04 05:56:38","2015-06-04 05:56:46","51","Outdoor","1","7.00","MUMBAI","1"
"142","Quechua Trek Bag 100 Ltrs Hiking Duffle Bag","•	Designed for hikers using support to move belongings between stages during a hike.\
•	100 liters capacity, durable, with a large opening and shoulder carry straps useful even in trains and airports.\
•	Dimensions - 100L / 1.7 kg /h - 41 cm, w -72 cm, d- 41 cm.\
•	USE - Not completely waterproof; protect contents in case of rain\
Minimum rental period is 3 days.","200",\N,"2015-06-04 05:58:05","2015-06-04 05:58:17","51","Outdoor","1","8.00","MUMBAI","1"
"143","Victorinox Tinker Swiss Knife","Victorinox is a Swiss firm established in the field of multi-purpose tools industry. The features include a large blade, small blade, philips screwdriver, can opener with small screwdriver, bottle opener with large screwdriver, wire stripper, reamer with sewing eye, tweezers, toothpick and a key ring.\
Minimum rental period is 3 days.","50",\N,"2015-06-04 05:59:44","2015-06-04 05:59:51","51","Outdoor","1","6.00","Mumbai","1"
"144","Victorinox Blister Range 15 Function Swiss Knife ","This Swiss army knife is made from stainless steel. It has a large blade, small blade, bottle opener, can opener, large screwdriver, small screwdriver, wire stripper, corkscrew, tweezers, toothpick, scissors, reamer, punch, multi-purpose hook (parcel carrier), wood saw and a tiny key ring that can be attached to a set of keys.\
Minimum rental period is 3 days","100",\N,"2015-06-04 06:16:46","2015-06-04 06:16:46","51","Outdoor","0","8.00","Mumbai","1"
"145","Canon 100mm 2.8","The Canon 100 Macro internally focuses very fast, quietly and very accurately. This is a very comfortable-to-carry-and-use lens. This lens is most frequently recommend for someone starting out in macro photography. Weight: 600g","500",\N,"2015-06-23 07:37:35","2015-07-01 08:04:56","68","Camera","1","8.00","MUMBAI","1"
"146","Cinematic Slider (3 feet)","Full length, lightweight slider. Gives sideways, forward, back, slanted Slides.","600",\N,"2015-06-23 07:46:03","2015-07-01 10:02:16","68","Camera","1","8.00","MUMBAI","1"
"147","Foto gear (4 feet)","","750",\N,"2015-06-23 08:37:56","2015-06-23 08:38:02","68","Camera","1","8.00","MUMBAI","1"
"148","Cinematic Slider (5 feet)","Full length, lightweight slider. Gives sideways, forward, back, slanted Slides.","1000",\N,"2015-06-23 08:38:51","2015-07-01 10:02:50","68","Camera","1","8.00","MUMBAI","1"
"149","Cinematic Motor slider with speed control (5 feet)","Full length, lightweight slider. Gives sideways, forward, back, slanted Slides.","1000",\N,"2015-06-23 08:39:48","2015-07-01 10:01:26","68","Camera","1","8.00","MUMBAI","1"
"150","Glidecam HD 2000","Lightweight, compact, balance point adjustment screws on the top plate allow very fine control, 3 way movement of gimbal allows for some great panning shots. Plethora of top plate mounting holes allows for other components such as audio components to be added. ","1250",\N,"2015-06-23 08:41:25","2015-07-01 09:50:46","68","Camera","1","8.00","MUMBAI","1"
"151","Glidecam HD 4000","The HD 4000 system is easily configured to fit a wide range of camcorders, is easy to adjust and balance, is made of quality materials that fit together well. It is pro-class stabilization system.","1500",\N,"2015-06-23 08:42:14","2015-07-01 09:54:53","68","Camera","1","8.00","MUMBAI","1"
"152","Glidecam HD 4000 with body vest","The HD 4000 system is easily configured to fit a wide range of camcorders, is easy to adjust and balance, is made of quality materials that fit together well. It is pro-class stabilization system.","2500",\N,"2015-06-23 08:44:47","2015-07-01 09:55:05","68","Camera","1","8.00","MUMBAI","1"
"153","Flycam","Its a great stabilizer with a Gimbal bearing handle that has a very good range of motion. It’s super compact and fits into a small bag. ","750",\N,"2015-06-23 08:45:48","2015-07-01 12:49:37","68","Camera","1","8.00","MUMBAI","1"
"154","Jib/Backpack Crane (12 feet)","Consists of collapsible Jib Arm. Jib arm load capacity is upto 4536g","1500",\N,"2015-06-23 08:47:03","2015-07-01 13:03:25","68","Camera","1","8.00","MUMBAI","1"
"155","Fluid head tripod","Fluid head tripod can support load upto 5000g. Includes pan arm & quick release plate. ","300",\N,"2015-06-23 08:47:53","2015-07-01 12:39:00","68","Camera","1","8.00","MUMBAI","1"
"156","Lanparte DOP Kit","The kit comes with follow focus, matte box, arri style handgrip, shoulder pad, and power supply system. Furthermore the whole kit is  easy for transportation due to its compact nature.  ","750",\N,"2015-06-23 08:49:25","2015-07-01 13:11:00","68","Camera","1","8.00","MUMBAI","1"
"157","Follow focus","Gives smooth and precise focusing. Can be used for both small and big lenses.","500",\N,"2015-06-23 08:50:44","2015-07-01 12:55:06","68","Camera","1","8.00","MUMBAI","1"
"158","Shoulder Rig","This is a ready-to-go solution that includes all the necessary pieces inside one box, even the counterbalance weight.","500",\N,"2015-06-23 08:51:36","2015-07-01 14:28:00","68","Camera","1","8.00","MUMBAI","1"
"159","Monopod","Helps to support cameras, video cameras, binoculars or other precision instruments in the field.","750",\N,"2015-06-23 08:52:23","2015-07-01 13:35:20","68","Camera","1","8.00","MUMBAI","1"
"160","Tri Leg Monopod","","300",\N,"2015-06-23 08:53:27","2015-06-23 08:54:11","68","Camera","1","8.00","MUMBAI","1"
"161","Car Suction Mount for DSLR","This Video Car Sucker is special design for car recording. With the three big 125mm sucker, suction capacity up to 80kg, can be stick on car front cover, car door, windshield, etc., to recording the scenery along your way. It can be adjusted at an angle, it can be made 360° angle adjustable by mounting a ball head on it. 1/4\" male screw for most camcorder, DV, DSLR such as 5D Mark III, 7D, D5000, D3000 etc. Weight: 1232g","750",\N,"2015-06-23 08:54:58","2015-06-30 06:04:33","68","Camera","1","8.00","MUMBAI","1"
"162","Wireless Time Lapse Remote","","300",\N,"2015-06-23 08:56:01","2015-06-23 08:56:06","68","Camera","1","8.00","MUMBAI","1"
"163","22\" monitor","This is a high-end 12-bit video processing montior.","600",\N,"2015-06-23 08:56:52","2015-07-01 13:52:28","68","Camera","1","8.00","MUMBAI","1"
"164","ND filters","ND filters help to reduce or modify the intensity of all wavelengths or colors of light equally, giving no changes in hue of color rendition. ","250",\N,"2015-06-23 08:57:33","2015-07-01 13:44:55","68","Camera","1","8.00","MUMBAI","1"
"165","Lapel mike","This small dynamic microphone can be used for television, theatre, and public speaking applications in order to allow for hands-free operation. ","300",\N,"2015-06-23 08:58:19","2015-07-14 15:13:03","68","Camera","1","20.00","MUMBAI","1"
"166","Zoom H4N","","500",\N,"2015-06-23 08:59:07","2015-06-23 08:59:20","68","Camera","1","8.00","MUMBAI","1"
"167","Zoom H6N","","750",\N,"2015-06-23 09:00:26","2015-06-23 09:00:33","68","Camera","1","8.00","MUMBAI","1"
"168","552 recorder","Consists of Built-in stereo recorder with 5 analog inputs. Uses AA batteries or external DC power.","1000",\N,"2015-06-23 09:01:26","2015-07-01 14:01:43","68","Camera","1","8.00","MUMBAI","1"
"169","Boom Mic","Useful for film and television production. Elastic suspensions and foam padding prevent vibrations from being transferred to the mic. ","300",\N,"2015-06-23 09:02:07","2015-07-01 14:13:03","68","Camera","1","8.00","MUMBAI","1"
"170","Rode Mic","Consists of capsule with lower noise and high sensitivity. Broadcast recording quality condenser microphone with integrated shock mounting.","300",\N,"2015-06-23 09:19:49","2015-07-01 14:22:03","68","Camera","1","8.00","MUMBAI","1"
"171","Elinchrome Master Rx/400 Rx","Quiet fans suck air from the back of the unit, exhaling the hot air inside the softbox. Ultra consistent performance for every digital application. (QuickTime VR, multi and single shot digital imaging). It has an ultra stable circuitry for absolutely consistent flash power. ","1500",\N,"2015-06-23 09:20:34","2015-07-01 11:17:21","68","Camera","1","8.00","MUMBAI","1"
"172","Elinchrome 23","With small flashheads and a power pack light enough to carry with a shoulder strap, the Elinchrome 23 is a kit that is the perfect fit for frequent flyers and any photographer who want to keep their location kit as light as possible without sacrificing sun-combating power.","1000",\N,"2015-06-23 09:21:16","2015-07-01 10:22:45","68","Camera","1","8.00","MUMBAI","1"
"173","On board LED light with diffusor","This is a professional series on-camera LED Light system which comes with a magnetic snap-on diffuser. ","200",\N,"2015-06-23 09:22:10","2015-07-01 14:18:15","68","Camera","1","8.00","MUMBAI","1"
"174","Softy Lights","This is a chimera type of light. Ideal for interviews, office shoots, etc.","300",\N,"2015-06-23 09:22:59","2015-07-01 14:45:58","68","Camera","1","8.00","MUMBAI","1"
"175","Backdrops","These backdrops provide precise, consistent, vibrant colours with a true non-reflective surface essential for a high quality film, video and photography studio applications.","200",\N,"2015-06-23 09:23:45","2015-07-01 14:08:55","68","Camera","1","8.00","MUMBAI","1"
"176","5 in one reflector","The 5-in-1 Collapsible Reflector is versatile in the field and in the studio, providing shadow-lightening detail in your subject, using available, or studio lighting.","200",\N,"2015-06-23 09:25:06","2015-06-29 18:23:09","68","Camera","1","8.00","MUMBAI","1"
